"ProteinGroup","Gene","Description","KO_1G4_r1","KO_1G4_r2","KO_1G4_r3","KO_1G4_r4","KO_3G4_r1","KO_3G4_r2","KO_3G4_r3","KO_3G4_r4","LTED_r1","LTED_r2","LTED_r3","LTED_r4","WT_r1","WT_r2","WT_r3","WT_r4"
"A0A0R4J2F2;D6R9S8;D6RA76;D6RAZ7;D6RC11;D6RCE6;D6RCR8;D6RD48;D6RDI6;D6RDP6;D6RDY1;D6RFX6;D6RHU6;D6RIU2;H0Y8T9;Q9NY35","CLDND1","Claudin domain-containing protein 1;Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1;Claudin domain-containing protein 1;Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1 (Fragment);Claudin domain-containing protein 1",10545.9521484375,11537.5830078125,8336.5859375,7987.35791015625,6914.1298828125,6256.63037109375,5752.4150390625,7674.73681640625,8886.599609375,11153.3837890625,8847.2548828125,9478.5810546875,12749.896484375,9427.875,9029.5888671875,NA
"A0A0R4J2F6;Q12894","IFRD2","Interferon-related developmental regulator 2",18977.90625,20020.947265625,18720.89453125,10755.25,15823.234375,14107.3681640625,15316.8994140625,18462.234375,13723.6787109375,15280.8466796875,15274.39453125,16297.830078125,29654.755859375,32284.87890625,27047.888671875,NA
"A0A0S2Z5D0;A0A1B0GTU6;H3BUV4;Q9NWW5","CLN6","Ceroid-lipofuscinosis neuronal 6 late infantile variant isoform 2;Ceroid-lipofuscinosis neuronal protein 6 (Fragment);Ceroid-lipofuscinosis neuronal protein 6;Ceroid-lipofuscinosis neuronal protein 6",43216.76953125,34996.4296875,39620.2578125,41091.59765625,47458.46875,33024.6796875,38963.27734375,51022.40625,51007.4296875,40194.640625,40651.73828125,39544.3046875,43582.0234375,46083.3828125,33877.265625,NA
"A0A0U1RQD2;Q6ZUS6","CCDC149","Coiled-coil domain-containing protein 149",4230.45361328125,3143.45092773438,3155.98022460938,1102.76208496094,3563.17065429688,3933.7265625,2746.9580078125,3696.7666015625,3245.33642578125,2542.12133789063,2546.45654296875,2328.5751953125,2480.53833007813,2336.90283203125,1868.02734375,NA
"A0A0U1RQH1","SYTL2","Synaptotagmin-like protein 2 (Fragment)",20724.279296875,10701.7783203125,10747.146484375,9030.5166015625,21951.775390625,19704.3203125,24137.708984375,21227.220703125,11003.0166015625,5497.53564453125,4927.78662109375,5588.025390625,4836.9423828125,3638.9873046875,5066.79931640625,NA
"A0A0U1RQJ1;A0A0U1RRB9;C9J015;F2Z2V1;Q96C11","FGGY","FGGY carbohydrate kinase domain-containing protein;FGGY carbohydrate kinase domain-containing protein;FGGY carbohydrate kinase domain-containing protein (Fragment);FGGY carbohydrate kinase domain-containing protein;FGGY carbohydrate kinase domain-containing protein",1036.11242675781,1520.84057617188,1487.82849121094,NA,2518.85571289063,2703.91357421875,3208.99389648438,2341.27587890625,2668.79516601563,2167.70751953125,2821.58666992188,2563.19287109375,2152.32446289063,2127.82836914063,1583.94494628906,NA
"A0A0U1RQJ8;Q8WXE1","ATRIP","ATR-interacting protein (Fragment);ATR-interacting protein",34066.39453125,34285.1328125,106183.5859375,125299.234375,118578.359375,105494.9765625,143476.21875,112033.3359375,65422.28125,60747.75390625,54173.30859375,66566.4140625,142455.78125,45201.0703125,111643.953125,NA
"A0A0U1RQQ9;Q6P3W7","SCYL2","SCY1-like protein 2",67013.234375,66573.078125,65174.36328125,61974.41796875,68380.15625,63052.27734375,69564.1953125,65948.390625,69800.3984375,64633.4921875,65158.12890625,63120.0078125,79956.390625,89233.625,87928.46875,NA
"A0A0U1RQR1;A0A0U1RQS7;A0A0U1RR06;C9J471;C9J5L0;C9J7Q8;C9JBX7;C9JE01;C9JUS5;Q9Y484","WDR45","WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4;WD repeat domain phosphoinositide-interacting protein 4;WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4 (Fragment);WD repeat domain phosphoinositide-interacting protein 4",9311.66015625,10410.2021484375,8312.36328125,5882.22314453125,8517.958984375,8246.76953125,6549.68603515625,9138.8515625,10667.76171875,13429.201171875,11829.046875,11324.5283203125,7822.103515625,6770.56640625,6850.787109375,NA
"A0A0U1RQS9;H7BZ67;Q96IL0","COA8","Cytochrome c oxidase assembly factor 8;Cytochrome c oxidase assembly factor 8 (Fragment);Cytochrome c oxidase assembly factor 8",378.715881347656,679.075622558594,NA,1.22381031513214,NA,1046.56506347656,NA,NA,1104.39379882813,731.6513671875,427.94482421875,NA,3162.61450195313,2479.33642578125,2597.45971679688,NA
"A0A0U1RQT7;A0A0U1RQY7;Q8IXA3;Q9HCP0;U3KQA5;U3KQB3","CSNK1G1","Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-1;Casein kinase I gamma 1 isoform;Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-1;Casein kinase I isoform gamma-1",45165.8984375,44838.4609375,39619.59375,36287.015625,35223.2109375,37960.78125,33806.390625,39261.33984375,42320.328125,41495.18359375,43565.609375,41754.21875,53845.8984375,56226.6875,54736.34375,NA
"A0A0U1RQV3;Q12805","EFEMP1","EGF-containing fibulin-like extracellular matrix protein 1 (Fragment);EGF-containing fibulin-like extracellular matrix protein 1",7294.06884765625,12834.162109375,9951.0166015625,12720.7265625,7991.45556640625,9822.9951171875,5007.72314453125,13109.75,35892.62890625,22519.435546875,17433.771484375,14879.01171875,5415.7490234375,1320.62280273438,4699.6748046875,NA
"A0A0U1RQX8;A0A1B0GW38;P22681","CBL","E3 ubiquitin-protein ligase CBL;E3 ubiquitin-protein ligase CBL (Fragment);E3 ubiquitin-protein ligase CBL",40567.05859375,45601.55859375,47389.125,41214.296875,38883.2265625,43056.33203125,39666.76171875,39772.2265625,50440.1328125,59962.43359375,53863.67578125,54134.96484375,82340.5859375,96355.4765625,103047.796875,NA
"A0A0U1RR07","SYTL2","Synaptotagmin-like protein 2",146967.046875,130481.7890625,118210.171875,146476.984375,115012.03125,123173.375,118058.59375,120913.6484375,118636.4921875,86054.109375,83637.96875,89533.6953125,73559.703125,57929.53125,67979.578125,NA
"A0A0U1RR32;A0A0U1RRH7;P0C0S8;P20671;Q96KK5;Q99878;Q9BTM1","hCG_2039566;;H2AC11;H2AC7;HIST1H2AH;H2AC14;H2AFJ","Histone H2A;Histone H2A;Histone H2A type 1;Histone H2A type 1-D;Histone H2A type 1-H;Histone H2A type 1-J;Histone H2A.J",1298830.125,5961566.5,1026227.0625,1406851.375,1373676.375,5106485.5,1547273.375,1216157.5,6992930,4100015.25,1474442.625,1319227.125,10680231,762814.625,4868796.5,14920710
"A0A0U1RRB6;Q9Y2D4","EXOC6B","Exocyst complex component;Exocyst complex component 6B",48228.2578125,54312.2421875,48775.78125,43804.0390625,51934.30859375,55882.04296875,50307.52734375,55710.18359375,52931.6328125,48358.10546875,56186.6484375,62926.0546875,29758.837890625,33004.4609375,33296.23828125,NA
"A0A0U1RRH6;B4DG57;O94880","PHF14","PHD finger protein 14",8453.12109375,5843.7734375,17976.5,2480.82861328125,7578.19140625,6306.869140625,5656.9462890625,15010.0537109375,8672.8125,20876.8984375,13649.2275390625,26659.326171875,4058.8115234375,13538.0869140625,5398.357421875,NA
"A0A0U1RRK1;A0A286YF11;F6XEV2;Q9BPX6","MICU1","Calcium uptake protein 1, mitochondrial;Calcium uptake protein 1, mitochondrial;Calcium uptake protein 1, mitochondrial;Calcium uptake protein 1, mitochondrial",10194.060546875,9355.71875,9478.6865234375,11880.8720703125,14477.3193359375,14629.6669921875,15035.1220703125,14379.1298828125,15761.537109375,15336.2607421875,14368.6123046875,13823.8984375,18293.748046875,23116.115234375,21324.55078125,NA
"A0A0U1RRL5;P32519","ELF1","ETS-related transcription factor Elf-1 (Fragment);ETS-related transcription factor Elf-1",66973.4765625,45515.73046875,66068.2109375,27462.119140625,48610.9453125,45770.2734375,34512.2734375,47241.05859375,54355.08203125,21642.349609375,20644.677734375,31538.63671875,22796.6875,47220.7890625,34875.890625,NA
"A0A0U1RRL8;Q8TB22","SPATA20","Spermatogenesis-associated protein 20",152258.640625,141478.125,138680.328125,142568.25,209893.703125,202119.953125,234616.859375,196419.0625,179040.75,159298.65625,163921.28125,168717.125,64852.171875,60530.93359375,57027.38671875,NA
"A0A0U1RRM1;Q8WXI9","GATAD2B","Transcriptional repressor p66-beta",99836.2890625,101281.265625,106022.328125,102007.1796875,97854.296875,99556.25,95027.421875,99927.4453125,86451.2265625,82045.5390625,76133.8203125,78153.8828125,133315.4375,123767.5546875,121548,NA
"A0A0U1RRM6","ENAH","Protein enabled homolog",137497.21875,150056.09375,158182.203125,147500.890625,148730.625,152862.546875,153205.046875,155233.03125,107518.5,127146.7265625,120948.1328125,120246.78125,138475.375,156570.765625,159377.296875,NA
"A0A0X1KG75;A0A590PXD8;Q53SF7","COBLL1","Cordon-bleu protein-like 1 (Fragment);Cordon-bleu protein-like 1;Cordon-bleu protein-like 1",24555.41796875,18829.845703125,20570.87890625,17608.70703125,41345.5703125,40064.66015625,44519.5859375,40025.51171875,10994.3544921875,8163.87548828125,9781.5,8325.203125,8147.912109375,8031.38232421875,6879.75634765625,NA
"A0A140LJL2;Q8N350","CBARP","Voltage-dependent calcium channel beta subunit-associated regulatory protein",6093.47412109375,6686.59912109375,7292.1904296875,6618.90478515625,4656.21484375,4973.09326171875,6846.31103515625,5796.58544921875,7830.4677734375,5414.36767578125,6504.30224609375,6089.91943359375,5392.1142578125,3888.00366210938,5721.0859375,NA
"A0A140T8X5;A0A140TA37;B7ZLI8;P49842","STK19","STK19;Serine/threonine-protein kinase 19;Serine/threonine kinase 19;Serine/threonine-protein kinase 19",4982.87109375,5330.771484375,5313.3896484375,5333.14013671875,6012.88427734375,3938.21166992188,4387.619140625,6590.20068359375,7051.05078125,8271.9453125,7622.48974609375,7805.265625,4111.64892578125,2521.11352539063,3490.93994140625,NA
"A0A140T913;A0A140T9I0;A0A140T9X5","HLA-A","HLA class I histocompatibility antigen, A alpha chain;HLA class I histocompatibility antigen, A alpha chain (Fragment);HLA class I histocompatibility antigen, A alpha chain (Fragment)",56698.6796875,18519.814453125,20985.919921875,10168.517578125,66529.46875,65758.09375,42464.81640625,68188.40625,22538.208984375,30055.732421875,24328.86328125,22033.181640625,143196.28125,142427.328125,112459.1875,NA
"A0A140T9G8;H7C4U4;H7C5B5;H7C5D3;Q0P5T2;Q5SQH8","C6orf136","Uncharacterized protein C6orf136 (Fragment);Uncharacterized protein C6orf136 (Fragment);Uncharacterized protein C6orf136 (Fragment);Uncharacterized protein C6orf136 (Fragment);C6orf136 protein (Fragment);Uncharacterized protein C6orf136",5212.45263671875,4596.26220703125,4790.23388671875,4100.599609375,3990.70947265625,3951.62109375,3822.17016601563,4202.7314453125,3775.24389648438,2836.23022460938,3470.91674804688,3573.3564453125,4400.1484375,4348.0224609375,3010.37133789063,NA
"A0A140T9T7;Q03518","TAP1","Antigen peptide transporter 1",2656.28515625,336.015197753906,785.869445800781,NA,3459.66357421875,4373.09228515625,3760.56274414063,3727.73876953125,NA,NA,NA,NA,2586.16259765625,2873.28686523438,1462.52954101563,NA
"A0A140TA09;Q99942","RNF5","E3 ubiquitin-protein ligase RNF5",7752.580078125,7452.8291015625,7295.10498046875,5716.5693359375,4992.89208984375,4194.59619140625,4370.66357421875,5020.787109375,5255.4912109375,5961.8505859375,6966.74560546875,6462.458984375,5906.33251953125,9903.646484375,6018.07763671875,NA
"A0A140TA86;Q5XKP0","MICOS13","MICOS complex subunit MIC13",54164.37890625,54974.9921875,52100.859375,58044.39453125,52404.19140625,53153.9375,57077.81640625,56332.20703125,56674.15625,41190.12890625,48039.1640625,48669.6640625,26999.28125,28645.943359375,29141.28515625,NA
"A0A182DWF2;A0A182DWF3;Q9NNW7","TXNRD2","Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase 2, mitochondrial;Thioredoxin reductase 2, mitochondrial",38596.73046875,27990.71484375,31668.20703125,26184.083984375,48878.56640625,45076.3515625,43014.10546875,45153.6953125,46641.73046875,42625.95703125,49038.60546875,46996.3984375,30751.953125,38684.44921875,28683.375,NA
"A0A1B0GTC3;A0A1B0GTC5;A0A1B0GU26;A0A1B0GUC3;A0A1B0GV98;A0A1B0GVH5;Q9C0B1","FTO","Alpha-ketoglutarate-dependent dioxygenase FTO",48573.02734375,54810.34765625,50212.875,45049.359375,37550.76171875,37546.796875,29419.662109375,40045.96875,54188.09765625,57031.8671875,57209.32421875,53128.51171875,60221.390625,61142.38671875,56209.765625,NA
"A0A1B0GTG2;A0A1B0GW77;P49419","ALDH7A1","Alpha-aminoadipic semialdehyde dehydrogenase",524716.625,363206.90625,390732.21875,448571.625,538808.8125,545230,625884.125,487952.375,386131.375,387718.03125,453101.78125,393813.125,283406.0625,296268.125,280312.34375,486421.75
"A0A1B0GTJ7;A0A1B0GWJ0;P30566","ADSL","Adenylosuccinate lyase",114836.75,117976.2578125,117008.78125,110424.7421875,116143.6171875,113055.2734375,111194.671875,117317.8515625,137678.6875,146886.1875,145858.0625,143233.703125,183511.203125,203803.28125,205213.328125,NA
"A0A1B0GTK8;Q5GJ75","TNFAIP8L3","Tumor necrosis factor alpha-induced protein 8-like protein 3",2442.390625,1914.177734375,2115.35375976563,929.35595703125,3811.10595703125,2654.6728515625,1033.15405273438,3222.01098632813,7900.935546875,7211.1259765625,6059.78173828125,6780.47265625,NA,317.191253662109,NA,NA
"A0A1B0GTM3;A0A1B0GUA4;A0A1B0GUE3;A0A1B0GUH5;A0A1B0GUW4;A0A1B0GW68;Q13510","ASAH1","Acid ceramidase;Acid ceramidase;Acid ceramidase;Acid ceramidase;Acid ceramidase (Fragment);Acid ceramidase;Acid ceramidase",325328.46875,237397.515625,232727.703125,267377.5,284877.84375,287452.65625,263818.1875,257622.71875,109321.109375,112117.828125,133152.140625,123269.484375,76703.046875,83889.9140625,62532.67578125,NA
"A0A1B0GTU1;A0A494C0C4","ZC3H11B","Zinc finger CCCH domain-containing protein 11B",4546.4375,3725.5322265625,4026.11499023438,2959.73779296875,4231.5791015625,4021.97338867188,3179.6162109375,4279.89794921875,4419.9130859375,4322.43212890625,4997.7705078125,4758.03955078125,6669.537109375,5671.056640625,5870.1533203125,NA
"A0A1B0GTU3;Q96L93","KIF16B","Kinesin-like protein KIF16B",90977.921875,80666.21875,91783.6640625,74386.109375,96072.7265625,83316.3359375,83844.875,77967.3359375,83761.671875,91566.3671875,87329.3828125,70244.5078125,96287.1015625,104125.609375,94060.7265625,NA
"A0A1B0GTU4;F5GZ78;P49023","PXN","Paxillin",89358.296875,89261.3046875,80186.1875,82001.671875,146878.625,155719.890625,167586.8125,151053.875,103537.2109375,81998.28125,80472.1875,79186.9453125,98352.6171875,106652.015625,94474.1640625,NA
"A0A1B0GTW1;A0A2R8YDH4;A0A3B3ITE1;Q9UDY2","TJP2;;TJP2;TJP2","Tight junction protein ZO-2;Uncharacterized protein;Tight junction protein ZO-2 (Fragment);Tight junction protein ZO-2",110142.4609375,113346.9375,106819.171875,136530.75,153343.75,162061.1875,187669.296875,156614.859375,137481.703125,125148.7890625,115842.4765625,120564.75,91203.0234375,95395.9140625,80382.0625,NA
"A0A1B0GU45","LRMP","Lymphoid-restricted membrane protein",144545.53125,149571.625,156475.46875,160376.375,119265.78125,125616.984375,134015.8125,131229.90625,156279.140625,111922.078125,100199.359375,134976.78125,133105.8125,148336.453125,132822.296875,NA
"A0A1B0GU86;Q03154","ACY1","Aminoacylase-1",111175.8984375,77882.0078125,92646.0625,85774.8828125,124197.609375,124948.3046875,132980.34375,115794.7734375,68380.078125,62939.390625,75520.2890625,68366.421875,68545.6953125,69834.8671875,66366.1328125,NA
"A0A1B0GUA3;Q96EK5","KIFBP","KIF-binding protein",61696.421875,79588.4296875,64225.31640625,70095.8515625,87742.3984375,90811.9921875,85827.640625,98916.09375,140591.109375,143377.953125,135341.375,132646.0625,148144.578125,159115.828125,157941.5625,NA
"A0A1B0GUA8;Q9H1H9","KIF13A","Kinesin-like protein KIF13A",4485.85498046875,4873.83447265625,4741.83056640625,4530.84375,3662.3115234375,4516.77197265625,3244.89575195313,3837.57983398438,5236.525390625,4757.4345703125,4625.82421875,4917.58935546875,2767.8076171875,2310.74267578125,2432.91772460938,NA
"A0A1B0GUF2;A1X283;G3V144","SH3PXD2B","SH3 and PX domain-containing protein 2B (Fragment);SH3 and PX domain-containing protein 2B;SH3 and PX domain-containing protein 2B",8188.08154296875,10148.0068359375,10614.5234375,6644.1220703125,3443.56274414063,5798.86669921875,5362.994140625,4605.05029296875,12948.796875,11201.0302734375,9919.0888671875,11789.6455078125,11303.9423828125,10856.107421875,13604.9462890625,NA
"A0A1B0GUI1","RALGAPA1","Ral GTPase-activating protein subunit alpha-1",24899.02734375,23874.01953125,24175.548828125,18770.91015625,27183.361328125,23113.640625,25269.859375,25443.07421875,35936.67578125,32672.818359375,29757.046875,31429.052734375,19964.927734375,18694.98828125,18720.986328125,NA
"A0A1B0GUN5;Q5VTI5;Q9Y2H5","PLEKHA6","Pleckstrin homology domain-containing family A member 6",88102,70002.9453125,74216.7578125,64132.046875,94602.4921875,98741.7109375,90563.15625,93633.8046875,51020.77734375,49881.48046875,55184.4609375,53352.015625,79273.3671875,93018.671875,71833.09375,NA
"A0A1B0GUS7;A0A1B0GVW8;B1AM27;F8W8M9;I6L9J0;O14795","UNC13B","Protein unc-13 homolog B",16812.470703125,13274.380859375,15349.3017578125,9248.61328125,11388.5263671875,11555.96484375,8228.1044921875,9309.3701171875,7715.74462890625,8835.533203125,15391.3037109375,13256.1845703125,3272.21459960938,4740.28125,5319.17529296875,NA
"A0A1B0GUZ7;Q14156","EFR3A","Protein EFR3 homolog A",8043.9951171875,7239.392578125,7553.81298828125,5676.37109375,10192.146484375,8201.880859375,8187.16455078125,11547.4296875,11609.2734375,10321.4208984375,9996.978515625,9601.62109375,6086.91064453125,11247.59375,9645.10546875,NA
"A0A1B0GV47;Q7Z4S6","KIF21A","Kinesin-like protein KIF21A (Fragment);Kinesin-like protein KIF21A",17406.953125,20597.462890625,18730.634765625,17474.97265625,19035.45703125,18874.904296875,17498.515625,18774.80859375,23196.150390625,21721.76171875,20371.2578125,20835.919921875,17871.0234375,16855.517578125,16341.2265625,NA
"A0A1B0GV57;Q9NYJ8","TAB2","TGF-beta-activated kinase 1 and MAP3K7-binding protein 2",24438.119140625,24021.08203125,24151.1875,19776.84765625,28135.16796875,30702.53125,29559.087890625,28830.619140625,18936.802734375,20024.951171875,20600.4375,21202.7734375,12684.4609375,13891.5810546875,15365.9833984375,NA
"A0A1B0GV70","TEPSIN","AP-4 complex accessory subunit Tepsin",11984.294921875,11823.677734375,12103.79296875,10353.705078125,10061.3515625,13622.96875,11721.8125,11247.8447265625,16687.560546875,10796.3876953125,9221.572265625,10614.720703125,7850.6884765625,10296.9228515625,8320.9853515625,NA
"A0A1B0GVD5;A0A1B0GW44;A0A1B0GWE8;P07339","CTSD","Cathepsin D",1804843.5,1345750.5,1471736.25,1202993,1014491.9375,1089468.5,921739.5625,911949.5625,846586.8125,777628.75,969900.75,960189.0625,1577021.875,2088347.25,1646438.625,NA
"A0A1B0GVI7;A0A2R8Y7G1;P35869",";AHR;AHR","Uncharacterized protein (Fragment);Aryl hydrocarbon receptor;Aryl hydrocarbon receptor",9300.806640625,NA,8694.5322265625,5826.505859375,7964.1943359375,6170.69970703125,6306.529296875,7264.2275390625,12119.3642578125,NA,11016.2880859375,9384.884765625,12531.5947265625,11205.4814453125,10865.1943359375,NA
